,Case Number,Year,Type,Country,Area,Location,Activity,Sex,Injury,Fatal,Source,Month
2075,1996.06.06,1996,Unprovoked,AUSTRALIA,Victoria,"Suicide Point, Point Leo",Surfing,M,"No injury, board bitten",N,"P. Anderson, Herald Sun, 6/8/1996, p.7 ",jun
2076,1996.06.04,1996,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,LaMercy,Surfing,M,Survived,N,ZigZag Magazine,jun
2077,1996.05.28,1996,Unprovoked,SOUTH AFRICA,Western Cape Province,"The Steps, Wilderness",Surfing,M,Leg bitten,N,"A. Gifford, GSAF",may
2078,1996.05.24,1996,Invalid,AUSTRALIA,New South Wales,"Wreck of paddle steamer, Koputai, 6 km off Bondi Beach",Tech diving ,M,"FATAL, but shark involvement prior to death was not confirmed",Y,"Daily Telegraph, 5/29/1996, p.5 & 6/8/1996, p.15; H. Edwards, pp. 9-15",may
2079,1996.05.18,1996,Unprovoked,USA,Florida,"South of Ponce Inlet, Volusia County",Surfing,M,Right foot & ankle bitten,N,"S. Petersohn, GSAF; Orlando Sentinel; Daytona Beach News Journal, 5/19/1996, p.1A ",may
2080,1996.05.10,1996,Unprovoked,SOUTH KOREA,,,Shell Diving,M,FATAL,Y,Y. Choi & K. Nakaya,may
2081,1996.05.07,1996,Unprovoked,USA,Florida,"Shark Shallows, Ponce Inlet, Volusia County",Surfing,M,Left foot & leg bitten,N,"S. Petersohn, GSAF; G. Nansen;  P.LaMee, Orlando Sentinel, 5/8/1996, p.B3; Daytona Beach News Journal, 5/8/1996, p.1D",may
2082,1996.04.28.b,1996,Unprovoked,USA,Hawaii,"La'ie Point, O'ahu",,M,No details,UNKNOWN,G. Balazs,apr
2083,1996.04.25.b,1996,Unprovoked,AUSTRALIA,New South Wales,Mona Vale,Swimming,M,Puncture wounds on upper left thigh ,N,"Daily Telegraph, 4/26/1996, p.9",apr
2084,1996.04.25.a,1996,Unprovoked,AUSTRALIA,New South Wales,Mona Vale,Swimming,F,Puncture wounds on leg ,N,"Daily Telegraph, 4/26/1996, p.9",apr
2085,1996.04.07,1996,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,FATAL,Y,JCOnline,apr
2086,1996.03.05,1996,Unprovoked,AUSTRALIA,Queensland,Heron Island,Swimming breast stoke,F,Left arm & leg lacerated,N,"Advertiser, 3/6/1996, p.9; Daily Mail (London), 3/9/1996 ",mar
2087,1996.03.00,1996,Unprovoked,AUSTRALIA,New South Wales,Lord Howe Island,Fishing in knee-deep water,M,Left calf bitten,N,"J. Royle, et. al. (1997)",mar
2088,1996.02.26,1996,Unprovoked,AUSTRALIA,New South Wales,"Charles Street Wharf, Parramatta River",Dived naked into the water on a bet,M,Left leg & right testicle bitten,N,"Daily Telegraph, 2/29/1996, p.5; H. Edwards, pp.31-32",feb
2089,1996.02.19.R,1996,Provoked,USA,Missouri,St. Louis,Swimming in fish tank,F,5 punctures to hand from captive shark PROVOKED INCIDENT,N,"Deseret News, 2/19/1996; European Stars and Stripes, 2/20/1996",feb
2090,1996.02.10.c,1996,Unprovoked,PAPUA NEW GUINEA,Madang Province,Madang,,M,FATAL,Y,"Sunday Mail (QLD), 2/11/1996, p.28",feb
2091,1996.02.10.b,1996,Unprovoked,PAPUA NEW GUINEA,Madang Province,Madang,,,Thigh,N,"Sunday Mail (QLD), 2/11/1996, p.28",feb
2092,1996.02.10.a,1996,Unprovoked,PAPUA NEW GUINEA,Madang Province,Madang,Diving ,,Leg severed FATAL,Y,"Sunday Mail (QLD), 2/11/1996, p.28",feb
2093,1996.02.05,1996,Sea Disaster,DOMINICAN REPUBLIC,12 miles off the north coast,Boeing 757 enroute from Porta Plata,Boeing 757 enroute from Porta Plata plunged into the sea,,"106 bodies were recovered, some had been bitten by sharks",Y,Press reports,feb
2094,1996.02.04,1996,Unprovoked,AUSTRALIA,New South Wales,"Ned's Beach, Lord Howe Island",Swimming,M,Ankles injured,N,"The Advertiser, 2/6/1996, p.2; Daily Telegraph, 2/5/1996, p.9",feb
2095,1996.01.23,1996,Provoked,USA,Florida,"Florida Keys, Monroe County",Wading,M,Shark bit his leg after he grabbed its tail & wouldn't let go PROVOKED INCIDENT,N,"Miami Herald, 1/25/1996",jan
2096,1996.01.22,1996,Unprovoked,AUSTRALIA,Queensland,"Brown's Inlet, Broadwater",Swimming,F,Lacerations to left calf,N,"Daily Telegraph, 1/23/1996, p.3",jan
2097,1996.01.16,1996,Unprovoked,USA,Hawaii,"KaelekiI Point, Maui",Swimming with mask & snorkel,M,Lacerations to left foot & right shin,N,"G. Ambrose, pp.48-53",jan
2098,1996.01.14.b,1996,Unprovoked,AUSTRALIA,Western Australia,"Mutton Bird Island, Albany",,,No details,UNKNOWN,"T. Peake, GSAF",jan
2099,1996.01.12,1996,Boat,AUSTRALIA,New South Wales,Eight-mile reef off Port Kembla,Chumming for sharks,,"No injury to occupants; shark rammed, bit & sank boat ",N,"Sunday Mail, 1/14/1996, p.2; A. MacCormick, pp.95-96",jan
2100,1996.01.10,1996,Unprovoked,REUNION,Saint-Paul ,Embouchure de l'étang de Saint Paul,Surfing,M,FATAL,Y,"Clicanoo, le journal  de l'Ile de la Réunion",jan
2103,1995.12.18,1995,Unprovoked,USA,Hawaii,Southwest of O'ahu,,M,No details,UNKNOWN,G. Balazs,dec
2104,1995.11.29,1995,Unprovoked,NEW ZEALAND,"Chatham Islands, east of New  Zealand",,"Diving, gathering shellfish",M,Leg & chest lacerated,N,"R.D. Weeks, GSAF",nov
2105,1995.11.25.b,1995,Invalid,USA,Hawaii,"Ha'ena, Kaua'i",,M,Minor injury,N,G. Balazs,nov
2106,1995.11.25.a,1995,Unprovoked,NORTHERN ARABIAN SEA,,,Fell off aircraft carrier,M,"Minor injuries, bites on fingers & toes. Rescued by Pakistani fishermen",N,CNN,nov
2107,1995.11.17,1995,Unprovoked,AUSTRALIA,Queensland,Great Keppel Island,,M,Survived,N,"A. Brenneka, sharkattacksurvivors.com",nov
2108,1995.10.28.R,1995,Unprovoked,USA,Florida,,Boogie boarding,M,Lacerations to right foot,N,"Flagler/Palm Coast News Tribune, 10/28/1995",oct
2109,1995.10.21,1995,Unprovoked,USA,Florida,"North Beach, St. Lucie County",Surfing,M,Foot bitten,N,"I. Nordemar, Fort Pierce Tribune, 10/25/1995",oct
2110,1995.10.11,1995,Unprovoked,AUSTRALIA,Queensland,"Pialba, Hervey Bay",Playing / standing,F,Laceration to thigh,N,"Herald Sun, 10/12/1995, p.9",oct
2111,1995.10.01,1995,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,Right arm injured,N,"Orlando Sentinel, 10/2/1995, p. C1; Ocala Star Banner, 10/3/1995",oct
2112,1995.09.30.b,1995,Unprovoked,USA,Florida,"Crescent Beach, St. Augustine, St. Johns County",Surfing,M,4 punctures in left foot,N,"St. Petersburg Times, 10/3/1995",sep
2113,1995.09.30.a,1995,Unprovoked,USA,Florida,"North Beach, Hutchinson Island, St. Lucie County",Surfing,M,Leg & ankle bitten,N,"The Palm Beach Post, 10/1/1995",sep
2114,1995.09.28,1995,Unprovoked,USA,California,"Davenport Landing, Santa Cruz County",Windsurfing,M,"Right foot bruised, board bitten",N,"R. Collier, pp.153-154",sep
2115,1995.09.19.,1995,Unprovoked,USA,Florida,"Matanzas Bay Inlet, St. Johns County",Surfing,M,Left arm & hand lacerated,N,"Orlando Sentinel, 9/20/1995, p.C.3",sep
2116,1995.09.17,1995,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,F,Left elbow and bicep bitten,N,"S. Petersohn, GSAF; Orlando Sentinel, 9/18/1995, p.C.3",sep
2117,1995.09.16,1995,Unprovoked,REUNION,Saint-Denis,,Body-boarding,M,FATAL,Y,"LeQuotidien, 12/4/1999",sep
2118,1995.09.13,1995,Unprovoked,USA,Florida,"Alligator Reef, off Islamorada, Monroe County",Scuba diving,M,"Presumed FATAL, body not recovered",Y,"G. Hubbell; J. Castro; Ocala Star-Banner, 9/22/1995; Orlando Sentinel, 9/23/1995, p.D1
",sep
2119,1995.09.11,1995,Unprovoked,AUSTRALIA,Western Australia,"Honeymoon Island, near Hopetown",Abalone diving using Hookah (near calving whales),M,"FATAL, head, shoulder and arm severed, remains recovered at Munglinup Beach on 9/13/1995",Y,"The Advertiser, 9/13/1995, p.2; H. Edwards, pp.1-8",sep
2120,1995.09.03.b,1995,Unprovoked,USA,California,"Shelter Cove, Humboldt County",Abalone diving using Hookah (resting on the surface),M,Lower leg bitten,N,"R. Collier, pp.151-153",sep
2121,1995.09.03.a,1995,Invalid,USA,North Carolina,"Bald Head Island, Brunswick County",Swimming,M,Laceration to lower leg,N,"Wilmington MorningStar, 9/5/1995",sep
2122,1995.08.31.b,1995,Unprovoked,USA,Florida,"North Beach Inlet, St. Lucie County",Surfing,M,Left hand & forearm bitten,N,"Fort Pierce Tribune, 9/1/1995",aug
2123,1995.08.31.a,1995,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",On a float,M,Puncture wounds on ankle & leg,N,"The State (Colombia, SA) 9/1/1995; Charlotte Observer, 9/2/1995, p.4C",aug
2124,1995.08.27,1995,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,Survived,N,JCOnline,aug
2125,1995.08.26/b,1995,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",Surfing,M,Left elbow bitten,N,"Gainsville Sun, 8/30/1995",aug
2126,1995.08.26.a,1995,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County",Surfing,M,4 puncture wounds on right pinky finger,N,"S. Petersohn, GSAF; C. Lancaster, Orlando Sentinel, 8/27/1995, p.B5; Ocala Star Banner, 8/28/1995",aug
2127,1995.08.25,1995,Unprovoked,USA,North Carolina,"Off Masonboro Island, New Hanover County",Swimming,M,Left arm bitten,N,"Charlotte Observer, 8/27/1995, p.2B",aug
2128,1995.08.22.c,1995,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Swimming ,M,Right foot bitten,N,"C. Creswell, GSAF",aug
2129,1995.08.22.a,1995,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County",Surfing,M,Bottom of left foot gashed,N,"C. Lancaster, Orlando Sentinel, 8/24/1995, p.D1",aug
2130,1995.08.21,1995,Unprovoked,USA,North Carolina,Cape Lookout Bight,Diving,,No injury,N,"C. Creswell, GSAF",aug
2131,1995.08.19,1995,Unprovoked,TONGA,Vavau,Near Tapana Island,Fishing,M,Upper left thigh avulsed  ,N,"S. Fonea, M.D.",aug
2132,1995.08.15,1995,Unprovoked,USA,Florida,"Daytona Beach, Volusia County ",Wading,M,Thigh lacerated,N,"S. Petersohn, GSAF; Bradenton Herald & Ocala Star Banner, 8/17/1995; London Daily Star, 8/19/1995",aug
2133,1995.08.13.a,1995,Invalid,USA,North Carolina,"Emerald Isle, Carteret County",Swimming,M,Death resulted fom drowning; shark bites were post-mortem,Y,"J. L. Almeida, M.D.",aug
2134,1995.08.10.b,1995,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,Laceration to left heel,N,"News-Journal, 8/11/1995",aug
2135,1995.08.10.a,1995,Unprovoked,USA,South Carolina,"Ocean Lakes Campground, south of Myrtle Beach, Horry County","""Riding waves on a board""",F,Left foot bitten,N,"Charlotte Observer, 8/12/1995, p.1C; C . Creswell, GSAF",aug
2136,1995.08.07,1995,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County ",Body boarding,M,Multiple bites on right leg and knee,N,"S. Petersohn, GSAF; Orlando Sentinel, 8/9/1995, p.C.1; Miami Herald, 8/9/1995",aug
2137,1995.08.01,1995,Invalid,TONGA,Vavau,Neiafu,Fishing,M,Finger broken when hooked shark grabbed his catch,N,"J. McManus, M. Levine, GSAF",aug
2138,1995.08.00,1995,Invalid,USA,California,"Carmel, Monterey County",Diving,M,Torso bitten,N,"Reported in Oct issue of Diver magazine, possibly confused with Marco Flagg incident",aug
2139,1995.07.28.e,1995,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Left foot bitten,N,"P. LaMee, Orlando Sentinel, 8/12/1995, p.D.1",jul
2140,1995.07.28.d,1995,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Minor laceration on lower leg,N,"C. Lancaster & M. Losey, Orlando Sentinel, 7/29/1995; P. LaMee, Orlando Sentinel, 8/12/1995, p.D.1",jul
2141,1995.07.28.c,1995,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Laceration to heel,N,"S. Petersohn, GSAF; C. Lancaster & M. Losey, Orlando Sentinel, 7/29/1995; P. LaMee, Orlando Sentinel, 8/12/1995, p.D.1",jul
2142,1995.07.28.b,1995,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,M,2-inch laceration to lower right leg ,N,"S. Petersohn, GSAF; C. Lancaster & M. Losey, Orlando Sentinel, 7/29/1995, p.A1;  P. LaMee, Orlando Sentinel, 8/12/1995, p.D.1",jul
2143,1995.07.28.a,1995,Unprovoked,USA,South Carolina,"Pawleys Island, Georgetown County",,M,Hand bitten (minor injury),N,"C. Creswell, GSAF",jul
2144,1995.07.24,1995,Unprovoked,USA,South Carolina,"Pawleys Island, Georgetown County",Swimming,F,Right foot bitten,N,"Charlotte Observer, 7/29/1995, p.3C",jul
2145,1995.07.23,1995,Unprovoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Body boarding,M,Foot bitten,N,"P. LaMee, Orlando Sentinel, 8/12/1995, p.D.1",jul
2146,1984.11.08,1984,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Gonubie River Mouth,Surfing,M,Wetsuit lacerated,N,"W. Monk, M. Levine, GSAF",nov
2147,1995.07.07,1995,Unprovoked,BRAZIL,Pernambuco,Candeias,Surfing,M,"Arm bitten, FATAL",Y,JCOnline,jul
2148,1995.07.06,1995,Unprovoked,USA,Texas,Port Aransas,Surfing,M,Foot bitten,N,"Associated Press, 7/8/1995",jul
2149,1995.07.03,1995,Provoked,USA,Mississippi,"Cat Island, Harrison County",Fishing,F,Minor laceration to leg from a hooked shark PROVOKED INCIDENT,N,"Sun Herald, 7/4/1995",jul
2150,1995.07.00,1995,Provoked,USA,South Carolina,"Off 29th Avenue, Myrtle Beach, Horry County",Jumped off surfboard & landed on the shark,M,Foot bitten PROVOKED INCIDENT,N,"Aiken Standard, 8/12/1995",jul
2151,1995.06.30,1995,Unprovoked,USA,California,"Bluefish Cove, Pt. Lobos State Park, Monterey County",Scuba diving (ascending using scooter),M,"Forearm, abdomen & upper leg lacerated",N,"R. Collier, pp.149-151    ",jun
2152,1995.06.24,1995,Unprovoked,USA,California,"LaJolla Shores, San Diego County",Kayaking,F,Minor injuries,N,"R. Collier, pp.148-149      ",jun
2153,1995.06.23,1995,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Playing / jumping,M,Ankle bitten,N,"C. Creswell, GSAF",jun
2154,1995.06.17.b,1995,Unprovoked,USA,South Carolina,"Garden City Beach, Horry County",Surfing,M,Foot bitten,N,"C. Creswell, GSAF; Charlotte Observer, 8/12/1995",jun
2155,1995.06.17.a,1995,Unprovoked,USA,Florida,"Jensen Beach Park, Martin County",Swimming,M,Right leg bitten,N,"Orlando Sentinel, 6/19/1995, p.B3; Fort Pierce Tribune,  6/19/1995; The Palm Beach Post - June 18, 1995 ",jun
2156,1995.06.16,1995,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",Swimming,F,Leg bitten,N,"Orlando Sentinel, 6/19/1995, p.B3; Fort Pierce Tribune,  6/19/1995",jun
2157,1995.06.14,1995,Unprovoked,USA,Hawaii,"Opposite Grand Wailea Resort, Wailea, Maui",Swimming,M,Puncture wounds & scratches to torso & left leg ,N,"G. Ambrose, pp.41-47",jun
2158,1995.06.13,1995,Unprovoked,HONG KONG,Clearwater Bay,First Beach,Swimming,F,"FATAL, left  leg & forearm severed",Y,"J. Wong & R.D. Weeks, GSAF; Daily Telegraph Mirror, 6/14/1995, p.42",jun
2159,1995.06.02,1995,Unprovoked,HONG KONG,New Territories,Sheung Sze Wan Beach,Swimming,M,"FATAL, right thigh bitten, femur exposed  ",Y,"J. Wong, GSAF; Daily Telegraph Mirror, 6/14/1995, p.42 ",jun
2160,1995.05.31,1995,Unprovoked,HONG KONG,New Territories,Sai Kung Beach,Diving,,"FATAL, right leg severed, left leg lacerated ",Y,"J. Wong, GSAF; Daily Telegraph Mirror, 6/3/1995;  ",may
2161,1995.05.26,1995,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Surfing,M,Left foot bitten,N,"Fort Pierce Tribune, 5/31/1995",may
2162,1995.05.24,1995,Unprovoked,FIJI,Yasawa Islands,Waya Island,Sleeping in anchored boat,M,"FATAL, hand & leg severely injured by shark that leapt into boat  ",Y,"Another report of the same or similar incident states that a 15' shark leapt into a boat, injuring all 4 people on board",may
2163,1995.05.18,1995,Unprovoked,AUSTRALIA,Western Australia,"Bernier Island, Shark Bay",,,No details,UNKNOWN,"T. Peake, GSAF",may
2164,1995.05.12,1995,Unprovoked,SOUTH KOREA,,Jangkodo Island,Diving for abalone,F,Right leg severed FATAL,Y,Y. Choi & K. Nakaya,may
2165,1995.04.16,1995,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",,M,Dorsum of right hand bitten,N,"S. Petersohn, GSAF",apr
2166,1995.04.13,1995,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",,M,Puncture wounds on right foot,N,"S. Petersohn, GSAF",apr
2167,1995.04.09.b,1995,Unprovoked,AUSTRALIA,New South Wales,"Honeysuckle Point, Eden",Diving,M,"No injury, shark took swimfin",N,"Daily Telegraph 55/9/1996, p.7",apr
2168,1995.04.09.a,1995,Unprovoked,JAPAN,Aichi Prefecture,Atsumi Peninsula,Scuba diving for bivalves,M,FATAL,Y,K. Nakaya,apr
2169,1995.03.21,1995,Unprovoked,AUSTRALIA,New South Wales,"Clark Island, Sydney Harbour",Surf skiing,F,"No injury, knocked off board by shark",N,"Deseret News, 3/24/1995 ",mar
2170,1995.03.11,1995,Unprovoked,AUSTRALIA,South Australia,Cactus Beach,Surfing,M,Left arm lacerated,N,"Advertiser, 3/13/1995, p.1 & 7/22/1995, p.13",mar
2171,1995.03.05,1995,Unprovoked,BRAZIL,Maranhão,"Praia do Olho D'Água, São Luis",Swimming,,FATAL,Y,M. Szpilman,mar
2172,1995.02.19,1995,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kidds Beach,Swimming,M,Lacerations to lower leg & foot,N,"A. Gifford, GSAF ",feb
2173,1995.02.00,1995,Unprovoked,VENEZUELA,,,Wind surfing,M,Right ankle & foot bitten,N,"A. Brenneka, sharkattacksurvivors.com",feb
2174,1995.01.24,1995,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Swimming,M,"FATAL, right thigh bitten & femur exposed, shallow lacerations on right calf & left thigh & fingers lacerated ",Y,"A. Gifford, GSAF",jan
2175,1995.01.02,1995,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,M,Foot bitten,N,"San Jose Mercury News, 1/6/1995, p.12A",jan
2180,1994.12.30,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Body boarding,M,"No injury, board bitten",N,"M. Levine, GSAF; M.  Marks",dec
2181,1994.12.18,1994,Unprovoked,USA,Hawaii,"Kinikini, Mana, Kaua'i","Surfing, sitting on board",,"No injury, shark bit surfboard",N,Hawaii Department of Land and Natural Resources,dec
2182,1994.12.13,1994,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,M,Survived,N,JCOnline; M. Szpilman,dec
2183,1994.12.11,1994,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,M,Right thigh bitten,N,D. Duarte,dec
2184,1994.12.10,1994,Unprovoked,VANUATU,Tafea Province,Aniwa Island,,,No details,UNKNOWN,"Vanuatu  Weekly Hebdomadaire, 12/10/1994, p.6",dec
2185,1994.12.09.b,1994,Invalid,AUSTRALIA,Queensland,"Hinchinbrook Channel, Queensland",Murder victim,M,Shark scavenged on his corpse,N,"Courier Mail, 3/30/1995",dec
2186,1994.12.09.a,1994,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",Commercial diver (submerged or treading water),M,"FATAL, right leg nearly severed, puncture wounds to left leg ",Y,"R. Collier, pp.147-148; Orlando Sentinel, 12/10/1994, p.A3",dec
2187,1994.12.01,1994,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,M,FATAL,Y,"   San Jose Mercury News, 1/6/1995, p.12A ",dec
2188,1994.11.25.a,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Spearfishing,M,No injury,N,"A. Gifford, GSAF",nov
2189,1994.11.13,1994,Unprovoked,USA,Hawaii,"Off the Hanalei River, Kaua'i","Surfing, paddling seawards",F,Right thigh & board bitten,N,"G. Balazs; G. Ambrose, pp.24-29",nov
2190,1994.11.06.a,1994,Unprovoked,USA,Hawaii,"Kealia Beach, Kaua'i",Surfing,,"No injury, shark bit surfboard",N,Hawaii Department of Land and Natural Resources,nov
2191,1994.10.18,1994,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,,Survived,N,JCOnline,oct
2192,1994.10.17,1994,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,M,Survived,N,JCOnline,oct
2193,1994.10.08,1994,Provoked,USA,Florida,"Bill Baggs Cape Florida State Recreation Area, Miami-Dade County",Wading,F,Ankle bitten when she accidently stepped on the shark  PROVOKED INCIDENT,N,"Miami Herald, 10/9/1994",oct
2194,1994.10.05,1994,Unprovoked,USA,Florida,"Indialantic, Brevard County",Surfing,M,Foot bitten,N,"Orlando Sentinel, 10/5/1994, p.B3",oct
2195,1994.09.26,1994,Unprovoked,USA,South Carolina,"North Forest Beach, near Hilton Head, Beaufort County",Swimming,F,Right side of abdomen & left hand bitten,N,"Atlanta Journal-Constitution, 9/27/1994; Charlotte Observer, 9/27/1994, p.1C",sep
2196,1994.09.21,1994,Unprovoked,USA,Oregon,"Short Sand Beach, Oswald West State Park",Surfing,M,"No injury, surfboard bitten",N,R. Collier+M2079,sep
2197,1994.09.11.R,1994,Sea Disaster,USA,Florida,Florida Straits,Adrift on refugee raft,M,FATAL,Y,"Sunday Herald Sun, 9/11/1994, p.25",sep
2198,1994.09.05,1994,Unprovoked,USA,Hawaii,Makaha Surf Beach,Jumped off rocks into white water,F,Left calf bitten,N,Dr. P. Bjorkman,sep
2199,1994.08.22,1994,Unprovoked,JAPAN,Kagoshima Prefecture,Tatsugo-cho,,,Survived,N,K. Nakaya,aug
2200,1994.07.24,1994,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,Left foot severed,N,C.F.G. Martins; JCOnline,jul
2201,1994.07.09.d,1994,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,FATAL,Y,JCOnline,jul
2202,1994.07.09.c,1994,Unprovoked,REUNION,Saint-Denis,Barachois,Windsurfing,M,FATAL,Y,G. Van Grevelynghe,jul
2203,1994.07.09.b,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Surfing,M,"FATAL, leg severed ",Y,"A Gifford, GSAF",jul
2204,1994.07.09.a,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Surfing,M,Buttock & leg bitten,N,"A. Gifford, GSAF",jul
2205,1994.07.08.b,1994,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,Survived,N,JCOnline,jul
2206,1994.07.08.a,1994,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Right calf lacerated,N,"P. LaMee, Orlando Sentinel, 9/4/1995, p. D3",jul
2207,1994.06.24,1994,Unprovoked,BAHAMAS,Grand Bahama Island,Freeport,Spearfishing,M,Forearm severely bitten,N,"Miami Herald, 7/9/1994",jun
2208,1994.05.31.b,1994,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,Foot lacerated,N,"C. Lancaster, Orlando Sentinel,  6/1/1994, p.C1",may
2209,1994.05.31.a,1994,Unprovoked,USA,Florida," Daytona Beach, Volusia County",Surfing,M,Right foot lacerated,N,"C. Lancaster, Orlando Sentinel, 6/1/1994, p.C1; P.LaMee, Orlando Sentinel, 9/4/1995, p.C.3",may
