,Date,Year,Type,Country,Area,Location,Activity,Age,Injury,Fatal (Y/N),Female,Male
2840,15-May-80,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fuller’s Bay,Surfing,22,"No injury, board bitten",N,0,1
2841,25-Apr-80,1980,Provoked,JAMAICA,St. Mary's Parish,"Priestman's River area, East Portland",Spearfishing,0,Hand bitten by speared shark PROVOKED INCIDENT ,N,0,1
2842,22-Apr-80,1980,Sea Disaster,PHILIPPINES,Romblon Province,"Maestre de Campo Island, 120 miles south of Manila",Sinking of the ferryboat      Don Juan,0,FATAL x 2,Y,0,0
2843,Apr-80,1980,Unprovoked,MEXICO,Sinaloa,Mazatlán,Body surfing,13,Right calf bitten,N,1,0
2844,29-Mar-80,1980,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,Free diving,52,FATAL,Y,0,1
2845,28-Mar-80,1980,Unprovoked,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Swimming,0,Right leg bitten,N,0,1
2846,15-Mar-80,1980,Sea Disaster,PHILIPPINES,NO DATA,250 miles southwest of Manila,Sinking of the ferryboat Bongbong 1,0,FATAL,Y,1,0
2847,11-Mar-80,1980,Provoked,SOUTH AFRICA,Western Cape Province,Velddrif,Fishing,61,Leg lacerated by netted shark PROVOKED INCIDENT,N,0,1
2848,31-Jan-80,1980,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Ballito,Body boarding,24,"Both hands & heel of left foot lacerated, right foot severed",N,0,1
2849,25-Jan-80,1980,Unprovoked,KENYA,Lamu Archipelago,South of Lamu Island,Spearfishing,29,Ankle & foot lacerated,N,0,1
2850,15-Jan-80,1980,Provoked,SOUTH AFRICA,KwaZulu-Natal,Anstey’s,Spearfishing,29,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",N,0,1
2851,13-Jan-80,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay,Swimming,0,Abrasion,N,0,1
2852,10-Jan-80,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,King’s Beach,Swimming,25,3 small punctures on arm,N,0,1
2853,05-Jan-80,1980,Unprovoked,CHILE,Los Vilos,"Punta Negra, Pichidangui",Hookah Diving,0,FATAL  ,Y,0,1
2854,Summer 1980,1980,Provoked,NORTH ATLANTIC OCEAN,NO DATA,Onboard swordfish trawler,Gaffing netted shark,34,Arm lacerated by gaffed shark PROVOKED INCIDENT,N,0,1
2855,1980s ,1980,Invalid,GREECE,Island of Kos,NO DATA,Surfing,0,Knee bitten,N,0,1
2856,1980,1980,Invalid,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Spearfishing,20,No injury; shark made threat display and impaled itself on spear,N,0,1
2857,1980s ,1980,Unprovoked,TONGA,Ha'api,Ha'ano Island,Spearfishing,0,Chest bitten,N,0,1
2858,21-Dec-79,1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kenton-on-Sea,Swimming,18,Shin lacerated,N,0,1
2859,05-Dec-79,1979,Invalid,PORTUGAL,Madeira Islands,"Sao Jorge, Madeira Island",Spearfishing,19,FATAL,Y,0,1
2860, 01-Dec-1979,1979,Unprovoked,SOUTH CHINA SEA,NO DATA,NO DATA,Diving,32,Toothmarks on head & neck,N,0,1
2861,27-Nov-79,1979,Unprovoked,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",Surfing,20,Multiple major Injuries,N,0,1
2862,12-Nov-79,1979,Provoked,SOUTH AFRICA,Western Cape Province,Macassar,Shark fishing,0,"No injury to occupants; hooked shark tore out part of transom, bit skeg of motor and snapped the steel trace PROVOKED INCIDENT",N,0,0
2863,22-Oct-79,1979,Provoked,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,Fishing,0,Bitten below right knee by hooked shark pulled onboard skiboat PROVOKED INCIDENT,N,0,1
2864,14-Sep-79,1979,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Scuba diving,18,Leg bitten,N,0,1
2865,28-Aug-79,1979,Unprovoked,HONG KONG,NO DATA,Mirs Bay,Freedom swimming,21,"Leg severed, FATAL",Y,0,1
2866,26-Aug-79,1979,Unprovoked,HONG KONG,Ho Ha Wan Marine Park,NO DATA,NO DATA,16,FATAL,Y,0,1
2867,05-Aug-79,1979,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Kayaking,49,Lacerations to foot,N,0,1
2868,03-Aug-79,1979,Unprovoked,THAILAND,Southern Thailand,NO DATA,Murdered by Thai pirates,0,FATAL,Y,0,1
2869,19-Jun-79,1979,Sea Disaster,USA,Florida,10 miles off Cape Canaveral,Floating with life preserver after his boat foundered,56,Lacerations to leg,N,0,1
2870,27-May-79,1979,Invalid,USA,Florida,"Fort Walton Beach, Okaloosa County",Scuba diving,36,"FATAL, but shark involvement prior to death was not determined",Y,0,1
2871,05-May-79,1979,Provoked,SOUTH AFRICA,Western Cape Province,"Hangklip, False Bay",Spearfishing,25,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,N,0,1
2872,03-May-79,1979,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mbibi,Scuba diving,0,"FATAL (presumed), pieces of shark-bitten wetsuit washed ashore but no body was recovered",Y,0,1
2873,May-79,1979,Unprovoked,NEW CALEDONIA,North Province,Ile Yandé (between Poum and Bélep),Fishing,0,"Thigh severely injured, survived",N,0,0
2874,May-79,1979,Unprovoked,NEW CALEDONIA,North Province,Balade,NO DATA,0,FATAL,Y,0,1
2875,08-Apr-79,1979,Unprovoked,USA,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County",Swimming,24,Right foot & ankle lacerated,N,0,1
2876,08-Apr-79,1979,Unprovoked,USA,Florida,"Municipal Beach, Boyton Beach, Palm Beach County",Body surfing,8,Right foot bitten,N,0,1
2877,24-Mar-79,1979,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,27,Foot & ankle bitten,N,0,1
2878,11-Mar-79,1979,Unprovoked,USA,California,"Ano Nuevo Island, San Mateo, County",Scuba diving (submerged),0,"No injury, swim fin bitten",N,0,1
2879,01-Mar-79,1979,Boat,SOUTH AFRICA,Western Cape Province,Seal Island,NO DATA,0,No Injury,N,0,0
2880,Mar-79,1979,Unprovoked,NEW CALEDONIA,Grand Terre,"Five Mile Beach, I'le Ouen",Spearfishing,0,"Presumed FATAL, body not recovered",Y,0,1
2881,21-Feb-79,1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,"Surfing, collided with shark",19,Punctures on left thigh,N,0,1
2882,1979,1979,Unprovoked,USA,Hawaii,"South Kohala, Hawai'i",Fishing,0,"FATAL, disappeared while fishing from shore, divers recovered his hand",Y,0,1
2883,29-Dec-78,1978,Unprovoked,AUSTRALIA,Queensland,Bribie Island,NO DATA,0,Survived,N,0,1
2884,12-Dec-78,1978,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sodwana,Spearfishing,23,"FATAL, legs bitten ",Y,0,1
2885,26-Nov-78,1978,Unprovoked,USA,Hawaii,"Ewa, O'ahu",Surfing,0,Left arm bitten,N,0,1
2886,23-Nov-78,1978,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,17,Hand lacerated,N,0,1
2887,21-Oct-78,1978,Invalid,SOUTH AFRICA,KwaZulu-Natal,"Fishing camp, St. Lucia Estuary",Fishing,0,Scavenged or FATAL (may have involved foul play),Y,0,1
2888,27-Sep-78,1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",Spearfishing,27,"No injury, shark took his catch, then towed & pushed diver through the water ",N,0,1
2889,16-Sep-78,1978,Unprovoked,ITALY,Tyrrhenian Sea,Capo d'Anzio,Diving,0,No injury,N,0,1
2890,Reported 02-Sep-1978,1978,Unprovoked,AUSTRALIA,Tasmania,"Cape Pillar, Storm Bay",Scuba diving for abalone,34,Several broken ribs,N,0,1
2891,05-Aug-78,1978,Unprovoked,USA,California,"Pajaro Dunes, Santa Cruz County",Wading,0,Punctures on leg (minor injury),N,0,1
2892,Reported 01-Aug-1978,1978,Unprovoked,USA,Florida,Florida Straits,Floating on inner tube raft,27,Minor injury to ankle,N,0,1
2893,27-Jul-78,1978,Sea Disaster,USA,South Carolina,NO DATA,"Explosion destroyed 28' boat, survivors in the water ",39,"No injury, his foot was bumped by a shark biting the body of a passenger that had drowned.",N,0,1
2894,19-Jul-78,1978,Provoked,USA,California,"Newport Beach, Orange County",Fishing,27,Laceration to leg by hooked shark  PROVOKED INCIDENT,N,0,1
2895,21-Jun-78,1978,Unprovoked,USA,Florida,"South of Neptune Beach, Duval County",Surfing,20,Foot bitten,N,0,1
2896,21-Jun-78,1978,Unprovoked,USA,Florida,"Neptune Beach, Duval County",Surfing,17,Foot nipped,N,0,1
2897,07-Jun-78,1978,Invalid,ITALY,Golfo de Venezia,Acqua alta research platform,NO DATA,0,"No injury, shark struck platform",N,0,0
2898,02-Apr-78,1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,Diving,25,Laceration to left hand,N,0,1
2899,02-Apr-78,1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,Diving,23,Lacerations to right forearm ,N,0,1
2900,Apr-1978`,1978,Unprovoked,AUSTRALIA,Tasmania,Beechford,Scuba diving,0,Thigh bitten,N,0,1
2901,05-Mar-78,1978,Boat,SOUTH AFRICA,Eastern Cape Province,"Gulu Deep, East London",NO DATA,0,"No injury to occupants; shark rammed boat 4 times, bit engine & cracked the hull",N,0,0
2902,28-Feb-78,1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",Fishing for mackerel,0,"Shark jumped in boat, but no injury to occupants",N,0,0
2903,19-Feb-78,1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",Diving,0,"No injury, rammed by shark",N,0,1
2904,07-Jan-78,1978,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Glenashley,Surfing,17,"Left leg, ankle & foot bitten",N,0,1
2905,06-Jan-78,1978,Invalid,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,NO DATA,0,"Human head recovered from shark’s gut, probable drowning / scavenging",Y,0,1
2906,1978,1978,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,0,Foot bitten,N,1,0
2907,1978,1978,Unprovoked,VANUATU,Malampa Province,"Ranon, Ambryn",Swimming,0,FATAL,Y,1,0
2908,31-Dec-77,1977,Sea Disaster,USA,Hawaii,2 miles off Keahole Airport,"Swimming, after single-engine aircraft went down in the sea",49,Feet lacerated,N,0,1
2909,19-Dec-77,1977,Unprovoked,USA,Florida,"Hobe Sound, Palm Beach County",Surfing,27,Laceration to right hand,N,0,1
2910,19-Dec-77,1977,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Qolera River,Surfing,18,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",N,0,1
2911,Dec-77,1977,Boat,SOUTH AFRICA,Western Cape Province,"Macassar, False Bay",Fishing for bottom fish,0,No injury to occupant: shark bit boat's port chine,N,0,0
2912,12-Nov-77,1977,Provoked,SOUTH AFRICA,Western Cape Province,Klein River Lagoon,Standing,0,Shark lacerated his hand when he grabbed it by the tail PROVOKED INCIDENT,N,0,1
2913,30-Oct-77,1977,Unprovoked,SOUTH AFRICA,Western Cape Province,"Bluegums Rock, Partridge Point",Spearfishing,25,"No injury, shark bit speargun & pushed diver through the water",N,0,1
2914,31-Aug-77,1977,Unprovoked,AUSTRALIA,South Australia,"Cactus Beach, near Ceduna",Surfing,17,"Board rammed &  bitten, left thigh lacerated",N,0,1
2915,23-Aug-77,1977,Unprovoked,AUSTRALIA,Queensland,"Buddina Beach, south of Noosa",Floating on an inflatable raft,25,"FATAL, left arm severed, legs bitten ",Y,0,1
2916,19-Aug-77,1977,Boat,SOUTH AFRICA,Western Cape Province,Off Macassar Beach,Fishing,0,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable",N,0,1
2917,14-Aug-77,1977,Unprovoked,USA,California,"McClure Beach, near Tomales Point, Marin County",Free diving for abalone (surfacing),20,Leg lacerated,N,0,1
2918,05-Aug-77,1977,Invalid,USA,Florida,"St. Petersburg, Pinellas County",Wading,17,Lacerations to hip and leg,N,0,1
2919,02-Jul-77,1977,Sea Disaster,USA,California,"Off San Diego, San Diego County",40' fishing boat sank,21,Laceration to right hand,N,0,1
2920,26-Jun-77,1977,Provoked,USA,Florida,"12 miles northeast of Mayport,  Duval County",Spearfishing / Scuba diving,27,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",N,0,1
2921,06-Jun-77,1977,Unprovoked,USA,Texas,Padre Island,Collecting fish from net,25,Lacerations to wrist,N,0,1
2922,26-May-77,1977,Boat,SOUTH AFRICA,Western Cape Province,13 km off Knysna ,Fishing for yellowtail,0,Lombard's thigh was lacerated by shark that leapt into boat ,N,0,1
2923,16-May-77,1977,Invalid,AUSTRALIA,Queensland,Southport,NO DATA,0,"Missing, believed taken by a shark",N,0,1
2924,26-Apr-77,1977,Unprovoked,AUSTRALIA,Queensland,Tallebudgera,NO DATA,0,Survived,N,0,1
2925,21-Apr-77,1977,Unprovoked,USA,Hawaii,"Ka'anapali, Maui",Swimming,0,Arm bitten,N,0,1
2926,17-Mar-77,1977,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lappiesbaai Beach, Stilbaai",Swimming,31,Right foot bitten,N,0,1
2927,13-Mar-77,1977,Sea Disaster,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",32,"His feet were bitten by sharks, but he was rescued by a charter boat that arrived on the scene just an hour and 15 minutes after the sharks first appeared, too late to save the lives of Hayes and Beaver",N,0,1
2928,13-Mar-77,1977,Sea Disaster,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",74,FATAL,Y,0,1
2929,13-Mar-77,1977,Sea Disaster,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",45,FATAL,Y,0,1
2930,26-Feb-77,1977,Unprovoked,AUSTRALIA,New South Wales,"Kingscliffe Beach, south of Tweed Heads","Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",24,"Left hand, arm & leg lacerated, & shark bit chunk out of his surfboard",N,0,1
2931,04-Feb-77,1977,Invalid,AUSTRALIA,Victoria,Sorrento Back Beach,NO DATA,0,Shark involvement prior to death was unconfirmed,Y,0,1
2932,Feb-77,1977,Unprovoked,NEW CALEDONIA,NO DATA,I'le Ouen,NO DATA,0,Face & thorax bitten,N,0,0
2933,Jan-77,1977,Unprovoked,MEXICO,Guerrero,La Playa Hornos (near Acapulco),Swimming,0,"FATAL, left leg severed, neck cut  ",Y,0,1
2934,29-Dec-76,1976,Unprovoked,AUSTRALIA,Queensland,Caloundra,NO DATA,0,Survived,N,0,1
2935,18-Dec-76,1976,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",Hookah diving for abalone (submerged),29,Buttocks & hip bitten,N,0,1
2936,27-Nov-76,1976,Unprovoked,SOUTH AFRICA,Western Cape Province,Clifton,"Thrashing the water / imitating the shark victim from ""Jaws""",19,Torso bitten,N,0,1
2937,26-Nov-76,1976,Invalid,AUSTRALIA,Queensland,Southport Bar,NO DATA,0,"Missing, believed taken by a shark, but not confirmed",Y,0,0
2938,25-Nov-76,1976,Unprovoked,USA,Florida,"Delray Beach, Palm Beach County",Surfing,19,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",N,0,1
2939,23-Nov-76,1976,Invalid,SOUTH AFRICA,KwaZulu-Natal,Warner Beach,Swimming,17,Laceration to foot,N,0,1
2940,Nov-76,1976,Provoked,SOUTH AFRICA,Western Cape Province,Macassar,Fishing for white shark,0,"No injury to occupants. Hooked shark bit boat's transom, PROVOKED INCIDENT",N,0,0
2941,27-Oct-76,1976,Boat,SOUTH AFRICA,Western Cape Province,Gordon’s Bay,Boat,0,"No injury to occupants, shark leapt on bow of boat",N,0,0
2942,18-Oct-76,1976,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",Surfing,25,Leg bitten ,N,0,1
2943,06-Oct-76,1976,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,Surfing,20,Left thigh lacerated,N,0,1
2944,22-Sep-76,1976,Sea Disaster,NEW CALEDONIA,NO DATA,Sarcelle,Shipwreck,0,It was believed that survivors were killed by sharks,N,0,0
2945,19-Sep-76,1976,Unprovoked,AUSTRALIA,South Australia,"Point Lowly, north of Whyalla","Skindiving,",27,"Right leg bitten below the knee, left ankle & foot lacerated",N,0,1
2946,17-Sep-76,1976,Sea Disaster,HONG KONG,South China Sea 200 miles from Hong Kong,NO DATA,"3,909-ton Panamanian freighter Chieh Lee sank in a typhoon",0,"FATAL, right leg bitten",Y,0,1
2947,12-Sep-76,1976,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming,16,FATAL,Y,0,1
2948,12-Sep-76,1976,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming,0,FATAL,Y,0,1
2949,06-Sep-76,1976,Unprovoked,USA,Florida,"Sebastian, Indian River County",Surfing,15,Laceration to left lower leg,N,0,1
2950,26-Aug-76,1976,Unprovoked,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County","Surfing, fell off surfboard",23,Right ankle & foot lacerated,N,0,1
2951,24-Aug-76,1976,Unprovoked,USA,Oregon,Winchester Bay,Surfing,19,"No injury, board bitten",N,0,1
2952,24-Jul-76,1976,Unprovoked,USA,Florida,St. Lucie County,Spearfishing,24,Lacerations to forearms,N,0,1
2953,21-Jul-76,1976,Unprovoked,USA,Louisiana,Scofield - Sandy Point,Playing,10,Leg bitten,N,0,1
2954,16-Jul-76,1976,Unprovoked,USA,Hawaii,"Maha'ulepu, Koloa, Kaua'i",Scuba diving,18,"FATAL, disappeared while diving, lower portion of body recovered",Y,0,1
2955,12-Jul-76,1976,Unprovoked,USA,Florida,St. Lucie County,Spearfishing,23,"""lost part of a finger""",N,0,1
2956,23-Jun-76,1976,Unprovoked,USA,Florida,"St. Andrews State Park, Bay County",Skindiving,17,Lacerations to right arm,N,0,1
2957,10-Jun-76,1976,Unprovoked,USA,Hawaii,"Kama'ole Beach, Park No. 1, Kihei, Maui",Swimming,0,Leg & foot bitten,N,0,1
2958,Reported 02-Jun-1976,1976,Provoked,ITALY,Reggio Calabria Province,Bovalino,Fishing,46,Shark rammed boat PROVOKED INCIDENT,N,0,1
2959,01-Jun-76,1976,Boat,AUSTRALIA,Queensland,Off Stradbroke Island,Sitting in bow of her father's 5 m boat,0,"Shark jumped in boat, hitting her in the face & knocking her unconscious",N,1,0
2960,02-May-76,1976,Boat,SOUTH AFRICA,Western Cape Province,40 km off Cape Point,Competing in a light tackle game fishing,0,"Shark following hooked fish, rammed & holed boat",N,0,0
2961,28-Apr-76,1976,Invalid,USA,Texas,Galveston Island,NO DATA,0,"Possible drowning victim, remains retrieved from shark caught by fishermen on 28-Apr-1976",Y,0,0
2962,12-Mar-76,1976,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,0,Lacerations to left leg,N,0,1
2963,12-Mar-76,1976,Boat,SOUTH AFRICA,Western Cape Province,Robberg Point,Fishing,0,"No injury to occupants, shark buckled prop shaft",N,0,0
2964,09-Mar-76,1976,Boat,SOUTH AFRICA,Western Cape Province,"2 km from Macassar, False Bay",NO DATA,0,Shark breached hull of boat,N,0,0
2965,02-Mar-76,1976,Boat,SOUTH AFRICA,Western Cape Province,"2 km from Macassar, False Bay",NO DATA,0,"Shark leapt into boat, hitting Fanie Schoeman on his back before sliding into the sea",N,0,0
2966,03-Feb-76,1976,Boat,SOUTH AFRICA,Western Cape Province,False Bay,Shark watching,0,"No injury to occupants, shark rammed bow, driving its head into the hull",N,0,0
2967,13-Jan-76,1976,Provoked,SOUTH AFRICA,Western Cape Province,Hartenbos,Shark fishing,0,"No injury to occupants, After shark was harpooned & shot, it holed the boat PROVOKED INCIDENT",N,0,0
2968,12-Jan-76,1976,Unprovoked,AUSTRALIA,Queensland,Harvey Bay,NO DATA,0,Survived,N,1,0
2969,11-Jan-76,1976,Provoked,SOUTH AFRICA,Western Cape Province,Kalk Bay,Fishing for snoek & yellowtail,0,"Hooked shark leapt onboard & into fish well, which it smashed PROVOKED INCIDENT",N,0,0
2970,08-Jan-76,1976,Unprovoked,USA,Florida,"Off Fort Pierce, St Lucie County",Spearfishing / scuba diving,25,Puncture wounds to head & neck,N,0,1
2971,02-Jan-76,1976,Unprovoked,NEW ZEALAND,North Island,"Te Kaha, East coast",Spearfishing,0,FATAL,Y,0,1
2972,1976,1976,Unprovoked,USA,Hawaii,"Off Lahaina, Maui",Scuba diving,0,"FATAL, lost consciousness at depth of 180'. Large sharks seen near partial remains of body",Y,0,1
2973,29-Dec-75,1975,Boat,AUSTRALIA,South Australia,Glenelg,Attempting to drive shark away from the beach,0,"No injury, shark charged & rammed boat several times",N,0,0
2974,06-Dec-75,1975,Unprovoked,USA,California,Farallon Islands,Scuba diving & spearfishing,27,Leg bitten,N,0,1
2975,02-Dec-75,1975,Provoked,AUSTRALIA,New South Wales,"Porpoise Pool, Tweed Heads",Filming & feeding captive sharks,35,Tooth mark in left elbow PROVOKED INCIDENT,N,0,1
2976,19-Nov-75,1975,Unprovoked,AUSTRALIA,New South Wales,"Queenscliff, Sydney",Standing,20,Laceration to posterior thigh,N,0,1
2977,19-Nov-75,1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Standing,33,Left foot lacerated,N,0,1
2978,07-Nov-75,1975,Unprovoked,AUSTRALIA,Queensland,Lookout Point,NO DATA,0,Puncture wounds in hand,N,0,1
2979,02-Nov-75,1975,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",Surfing,18,Foot bitten,N,0,1
2980,21-Oct-75,1975,Invalid,USA,New Jersey,"Sandy Hook, Monmouth County",Surf fishing,0,"""Tooth marks"" in left leg",N,0,1
2981,12-Oct-75,1975,Unprovoked,AUSTRALIA,New South Wales,"Lennox Head, Ballina",Surfing,20,"Cracked jaw & broken tooth, shark took chunk out of surfboard",N,0,1
2982,04-Oct-75,1975,Invalid,USA,California,"Seal Beach, Orange County",Surfing,0,FATAL,UNKNOWN,0,0
2983,Sep-75,1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Paddleskiing,21,Right foot & ankle lacerated,N,0,1
2984,17-Aug-75,1975,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,Surfing,19,Left leg & surfboard bitten,N,0,1
2985,12-Aug-75,1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Floating on a small orange raft ,20,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach",N,0,1
2986,09-Aug-75,1975,Unprovoked,USA,California,"Usal Creek, Bear Harbor, Mendocino County",Free diving for abalone,44,"Shoulder, arm & hand lacerated",N,0,1
2987,04-Aug-75,1975,Unprovoked,HONG KONG,Mirs Bay ,NO DATA,Freedom swimming,24,"Leg bitten, surgically amputated",N,0,1
2988,30-Jul-75,1975,Sea Disaster,USA,Oregon,NO DATA,Sea disaster,62,"FATAL, arms & legs bitten",Y,1,0
