,eventid,iyear,imonth,iday,country,country_txt,city,summary,crit1,crit2,crit3,doubtterr,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,target1,natlty1,natlty1_txt,gname,motive,individual,nperps,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weapdetail,nkill,nkillter,nwound,nwoundte,nkil
25986,198508150001,1985,8,15,217,United States,Paterson,,1,1,1,-9,0,1,0,1,Assassination,14,Private Citizens & Property,"Home of Tscherim Soobzokov (61), once accused member of Waffen SS",217,United States,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,,4,,0
26027,198508170001,1985,8,17,217,United States,Cambridge,,1,1,1,0,0,0,0,3,Bombing/Explosion,14,Private Citizens & Property,Mail Box,217,United States,Jewish Defense League (JDL),,0,,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,,0,,0
26061,198508200001,1985,8,20,217,United States,New York City,,1,1,1,-9,0,0,0,3,Bombing/Explosion,1,Business,Office,217,United States,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,,0,,0
26062,198508200002,1985,8,20,217,United States,New York City,,1,1,1,-9,0,0,0,3,Bombing/Explosion,1,Business,Headquarters,217,United States,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,,0,,0
26158,198509060007,1985,9,6,217,United States,Brentwood,"09/06/1985: A bomb exploded at the home of Elmars Sprogis in Brentwood, New York, United States, a residential community in Suffolk County, about 40 miles east of Manhattan.  Sprogis, and American citizen, was a former police chief in Nazi-occupied Latvia during World War II, and had been previously been accused of war crimes, but in deportation proceedings, all charges against him were dismissed.  At the time of the incident, it is suspected that a fire was set at Sprogis' home in order to have him evacuate the home via the front door, where an explosive was planted on his front steps.  Sprogis' neighbor Robert Seifried, saw the fire, and went to alert Sprogis, but inadvertently set off the bomb (meant for Sprogis), resulting in serious burns to his Seifried's right foot, leg and shoulder.  Damage to the home included shattered windows, destroyed aluminum siding, and other minor damage.  After the incident, two calls were made to Newsday newspaper from an unknown male, stating ""Listen carefully, Jewish Defense League, Nazi war criminal. Bomb. Never again.""  Though the JDL denied involvement in the incident, authorities believe the group was responsible.",1,1,1,0,0,1,0,3,Bombing/Explosion,3,Police,"Elmars Sprogis, a former police chief in Nazi-occupied Latvia accused of Nazi war crimes",217,United States,Jewish Defense League (JDL),"Elmars Sprogis was a former police chief in Nazi occupied Latvia during WWII and was accused of war crimes against Jews; the FBI brought a deportation case against him years prior, but all charges were dismissed due to lack of evidence.  Members of the JDL and other militant Jewish organizations were critical of the decision.",0,-99,8,Incendiary,18,Arson/Fire,"fire to Sprogis' home and bomb, planted and exploded on the front steps of the home",0.0,0,1,0,0
26306,198509270012,1985,9,27,217,United States,New York City,,1,1,1,0,0,0,0,3,Bombing/Explosion,1,Business,Airports and Airlines,87,Haiti,Unknown,,0,3,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,0,0,0,0
26370,198510070012,1985,10,7,217,United States,Caguas,,1,1,1,0,1,0,0,3,Bombing/Explosion,21,Utilities,Electrical High Tension Line Tower,163,Puerto Rico,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,,0,,0
26371,198510070013,1985,10,7,217,United States,Caguas,,1,1,1,0,1,0,0,3,Bombing/Explosion,21,Utilities,Electrical High Tension Line Tower,163,Puerto Rico,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,,0,,0
26414,198510110002,1985,10,11,217,United States,Santa Ana,,1,1,1,-9,0,1,0,1,Assassination,14,Private Citizens & Property,"Alex Odeh (41), West Coast Regional Director",110,Lebanon,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,Bomb,1.0,,0,,1
26494,198510250004,1985,10,25,217,United States,Charlotte,"10/25/1985: Unknown perpetrators set fire to the Hallmark Clinic in Charlotte, North Carolina, United States.  There were no casualties but the abortion clinic sustained $153,000 in damages.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,5,Abortion Related,Hallmark Clinic,217,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage abortion facilities operating in North Carolina.,0,-99,8,Incendiary,18,Arson/Fire,Intentional fire ignited in facility,0.0,0,0,0,0
26499,198510270002,1985,10,27,217,United States,Baton Rouge,"10/27/1985: Brent Paul Braud, Derrick James Jarreau, John David Newchurch, and Charles Albert Cheshire Jr. pled guilty to igniting a fire at the River City Women's Clinic In Baton Rouge, Louisiana, United States.  There were no casualties but the abortion clinic was destroyed resulting in $300,000 in damages.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,5,Abortion Related,River City Women's Clinic,217,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage abortion facilities operating in Louisiana.,0,4,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
26525,198510300010,1985,10,30,217,United States,Baton Rouge,"10/30/1985: Brent Paul Braud, Derrick James Jarreau, John David Newchurch, and Charles Albert Cheshire Jr. pled guilty to igniting a fire at the Delta Women's Clinic In Baton Rouge, Louisiana, United States.  There were no casualties but the abortion clinic sustained $20,000 in damages.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,5,Abortion Related,Delta Women's Clinic,217,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage abortion facilities operating in Louisiana.,0,4,8,Incendiary,18,Arson/Fire,,0.0,0,0,0,0
26592,198511060012,1985,11,6,217,United States,San Juan,,1,1,0,1,0,0,0,1,Assassination,4,Military,"Michael S. Snyder, Major",217,United States,Organization of Volunteers for the Puerto Rican Revolution,,0,2,5,Firearms,3,Handgun,Pistol,0.0,,1,,0
26658,198511150006,1985,11,15,217,United States,Ann Arbor,,1,1,1,0,0,1,0,3,Bombing/Explosion,8,Educational Institution,James McConnell,217,United States,Anti-Technology extremists,,1,1,6,Explosives,9,Letter Bomb,Mail bomb,0.0,0,2,0,0
26681,198511190005,1985,11,19,217,United States,Dover,"11/19/1985: A suspected firebomb caused a fast-spreading fire to destroy the local headquarters of the National Association for the Advancement of Colored People (NAACP) in Dover, Delaware, United States.  The incident occurred just hours before a hearing on voting rights was set to take place.  There were no casualties in the incident; however, the fire  gutted the NAACP office and a second-floor rooming house, and slight damage to a beauty parlor in the same building. The perpetrators are unknown, but are suspected to have had racial motivations.",1,1,1,1,0,1,0,7,Facility/Infrastructure Attack,12,NGO,"National Association for the Advancement of Colored People (NAACP) headquarters offices in Dover, Delaware",217,United States,White extremists,Suspected to be racial; the fire occurred hours before a voting rights hearing was set to take place,0,-99,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,"fire, potentially started by a firebomb",0.0,0,0,0,0
26764,198511290012,1985,11,29,217,United States,Washington,"11/29/1985: It is suspected that a fire in the building that houses the offices for the American-Arab Anti-Discrimination Committee (ADC) in Washington D.C. in the United States, was deliberately set by a Jewish militant.  The fire began in a public relations firm located two floors below the ADC and before the fire ignited, the ADC offices were ransacked.  There were no casualties but the fire caused around $500,000 in damages to the office building and an adjacent supermarket and liquor store.",1,1,1,1,0,1,0,7,Facility/Infrastructure Attack,12,NGO,"American-Arab Anti-Discrimination Committee Offices, Washington D.C.",217,United States,Jewish Extremists,To protest Arab Americans and their support for the Palestinian cause.,0,-99,8,Incendiary,20,Gasoline or Alcohol,fire believed to be started with an accelerant,0.0,0,0,0,0
26804,198512020029,1985,12,2,217,United States,Portland,"12/2/1985: In a series of four related incidents, an unidentified man sent a letter bomb to the Portland Feminist Women's Health Center in Oregon, United States.  Employees at the abortion facility noticed that the device was suspicious and reported it to authorities.  The letter bomb was subsequently defused.",1,1,1,0,1,0,0,3,Bombing/Explosion,5,Abortion Related,Portland Feminist Women's Health Center,217,United States,Anti-Abortion extremists,"To protest the practice of abortion and to sabotage abortion facilities operating in Oregon.  Specifically, the perpetrator was disgruntled that his girlfriend had received an abortion.",0,1,6,Explosives,9,Letter Bomb,Letter bomb of incendiary nature that was designed to explode upon opening.  It is believed that the device was powerful enough to kill whoever opened it.,0.0,0,0,0,0
26805,198512020030,1985,12,2,217,United States,Portland,"12/2/1985: In a series of four related incidents, an unidentified man sent a letter bomb addressed to the Lovejoy SurgiCenter in Portland, Oregon, United States.  The device was discovered at Portland's main post office.  The letter bomb was subsequently defused.",1,1,1,0,1,0,0,3,Bombing/Explosion,5,Abortion Related,Lovejoy Surgi-Center,217,United States,Anti-Abortion extremists,"To protest the practice of abortion and to sabotage abortion facilities operating in Oregon.  Specifically, the perpetrator was disgruntled that his girlfriend had received an abortion.",0,1,6,Explosives,9,Letter Bomb,Letter bomb of incendiary nature that was designed to explode upon opening.  It is believed that the device was powerful enough to kill whoever opened it.,0.0,0,0,0,0
26806,198512020031,1985,12,2,217,United States,Portland,"12/2/1985: In a series of four related incidents, an unidentified man sent a letter bomb addressed to the Planned Parenthood clinic in Beaverton, Oregon, United States.  The device was discovered at Portland's main post office.  The letter bomb was subsequently defused.",1,1,1,0,1,0,0,3,Bombing/Explosion,5,Abortion Related,"Planned Parenthood of Beaverton, Oregon",217,United States,Anti-Abortion extremists,"To protest the practice of abortion and to sabotage a Planned Parenthood clinic in Oregon.  Specifically, the perpetrator was disgruntled that his girlfriend had received an abortion.",0,1,6,Explosives,9,Letter Bomb,Letter bomb of incendiary nature that was designed to explode upon opening.  It is believed that the device was powerful enough to kill whoever opened it.,0.0,0,0,0,0
26807,198512020032,1985,12,2,217,United States,Forest Grove,"12/2/1985: In a series of four related incidents, an unidentified man sent a letter bomb addressed to Dr. Peter Bours, a physician who performs abortions in Forest Grove, Oregon, United States.  The device was discovered at Portland's main post office.  The letter bomb was subsequently defused.",1,1,1,0,1,0,0,3,Bombing/Explosion,5,Abortion Related,Dr. Peter Bours,217,United States,Anti-Abortion extremists,"To protest the practice of abortion and to sabotage abortion facilities operating in Oregon.  Specifically, the perpetrator was disgruntled that his girlfriend had received an abortion.",0,1,6,Explosives,9,Letter Bomb,Letter bomb of incendiary nature that was designed to explode upon opening.  It is believed that the device was powerful enough to kill whoever opened it.,0.0,0,0,0,0
26847,198512100005,1985,12,10,217,United States,New York City,"12/10/1985: Dennis John Malvasi, Carl Cenera, Frank Wright, Jr., and Donald C. Pyor pled guilty to the bombing of the Manhattan Women's Medical Center in New York, United States.  There were no casualties, but the bomb ignited a small fire and the building sustained minor damages.",1,1,1,0,0,1,0,3,Bombing/Explosion,5,Abortion Related,Manhattan Women's Medical Center,217,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage abortion facilities operating in New York.,0,4,6,Explosives,14,Time Fuse,Bomb consisting of a tube with explosive powder,0.0,0,0,0,0
26858,198512110011,1985,12,11,217,United States,Sacramento,"12/11/1985:  A pipe bomb exploded outside Ren Tech Computer Rentals, a store located in a shopping center in a suburb of Sacramento, California in the United States.  The explosion killed the owner of the store, Hugh Campbell Scrutton, as the bomb, which was disguised as a package, detonated as Scrutton touched the package that was placed at the rear door of his store.  The perpetrator of this incident was later identified to be Ted Kaczynski, also known as the ""Unabomber."" Kaczynski was responsible for a bombing campaign of over a dozen bombs sent to a number of targets including mostly universities and airlines between 1987 and 1995. He was eventually arrested, charged, and sentenced to life in prison.",1,1,1,0,0,1,0,3,Bombing/Explosion,1,Business,"computer rental store in suburb of Sacramento, California",217,United States,Anti-Technology extremists,"Kaczynski was responsible for a 17-year bombing campaign of universities, airlines and computer-related targets, as he was against modern technology and large-scale organizations because he believed they diminished human freedom.",1,1,6,Explosives,9,Letter Bomb,"pipe bomb wrapped in paper and tied with strings, made to look like a parcel",1.0,0,0,0,1
