,Outlier,userId_x,userId_y,CommentCount,DownVotes,Reputation,Score,UpVotes,ViewCount,Views,postId
30638,UpVotes,52961,21972.0,1,0,101,0,4,0,0,52961
30651,UpVotes,52977,22301.0,0,0,18,0,1,38,2,52977
30654,UpVotes,52982,13464.0,0,0,101,0,3,282,1,52982
30676,UpVotes,53012,919.0,14,0,116,5,2,0,3,53012
30695,UpVotes,53038,17072.0,1,0,101,0,1,0,0,53038
30713,UpVotes,53061,22365.0,1,0,101,2,1,184,0,53061
30714,UpVotes,53062,10286.0,1,0,36,-2,2,119,1,53062
30731,UpVotes,53084,18334.0,0,0,16,0,1,118,2,53084
30735,UpVotes,53089,603.0,0,0,101,0,3,76,0,53089
30743,UpVotes,53099,8627.0,2,0,65,1,4,130,9,53099
30768,UpVotes,53128,22356.0,3,0,116,9,4,0,8,53128
30785,UpVotes,53151,21216.0,9,0,101,6,2,3510,0,53151
30810,UpVotes,53179,805.0,4,0,101,3,1,0,0,53179
30817,UpVotes,53187,22452.0,1,0,33,1,1,0,1,53187
30830,UpVotes,53201,805.0,3,0,18,1,1,0,2,53201
30843,UpVotes,53215,22479.0,0,0,101,0,4,260,0,53215
30849,UpVotes,53226,10026.0,1,0,101,0,2,0,0,53226
30892,UpVotes,53283,6649.0,2,0,31,2,2,0,0,53283
30897,UpVotes,53291,159.0,1,0,16,3,1,0,1,53291
30904,UpVotes,53301,2676.0,0,0,38,0,1,0,1,53301
30912,UpVotes,53309,805.0,24,0,101,6,1,0,3,53309
30919,UpVotes,53320,22528.0,0,0,101,1,1,176,0,53320
30928,UpVotes,53330,17503.0,0,0,101,0,1,82,0,53330
30930,UpVotes,53332,21340.0,0,0,125,0,3,0,2,53332
30931,UpVotes,53333,5795.0,4,0,17,5,4,141,5,53333
30937,UpVotes,53340,22542.0,2,0,18,0,1,48,3,53340
30957,UpVotes,53362,22551.0,2,0,101,1,2,210,0,53362
30990,UpVotes,53403,15949.0,0,0,15,1,1,287,1,53403
31009,UpVotes,53427,11956.0,0,0,125,2,2,514,4,53427
31028,UpVotes,54450,17072.0,3,0,101,17,1,760,0,54450
31035,UpVotes,54457,1036.0,3,0,101,10,2,0,0,54457
31053,UpVotes,54480,6006.0,0,0,101,1,4,0,0,54480
31077,UpVotes,54511,17262.0,0,0,101,0,2,116,0,54511
31080,UpVotes,54516,1005.0,0,0,26,1,1,94,2,54516
31083,UpVotes,54519,6649.0,0,0,101,3,2,204,0,54519
31124,UpVotes,54566,23642.0,2,0,115,1,2,649,1,54566
31135,UpVotes,54578,23648.0,0,0,113,0,3,683,1,54578
31155,UpVotes,54601,-1.0,0,0,101,0,1,0,0,54601
31185,UpVotes,54642,23648.0,1,0,101,2,1,0,0,54642
31200,UpVotes,54658,21846.0,0,0,101,0,1,0,0,54658
31201,UpVotes,54661,7290.0,5,0,101,4,1,0,0,54661
31204,UpVotes,54664,23682.0,3,0,101,1,2,548,0,54664
31206,UpVotes,54669,1764.0,0,0,26,1,2,0,1,54669
31216,UpVotes,54683,17107.0,1,0,101,1,1,160,1,54683
31246,UpVotes,54724,8686.0,20,0,576,6,49,340,37,54724
31250,UpVotes,54728,22433.0,2,0,23,1,1,36,3,54728
31252,UpVotes,54730,23717.0,10,0,101,2,1,0,0,54730
31257,UpVotes,54736,21998.0,1,0,96,0,5,191,14,54736
31258,UpVotes,54737,6920.0,0,0,15,4,2,0,1,54737
31263,UpVotes,54743,23722.0,2,0,101,1,2,46,0,54743
31272,UpVotes,54753,14550.0,6,0,101,2,2,248,0,54753
31284,UpVotes,54767,16127.0,1,0,101,1,1,206,0,54767
31301,UpVotes,54791,21072.0,4,0,20,2,1,280,2,54791
31309,UpVotes,54805,11281.0,2,0,126,0,1,61,1,54805
31312,UpVotes,54810,12329.0,1,0,101,1,1,68,0,54810
31328,UpVotes,54827,23759.0,0,0,101,0,4,0,0,54827
31336,UpVotes,54836,23759.0,1,0,123,1,2,0,2,54836
31337,UpVotes,54837,16612.0,0,0,104,0,3,0,1,54837
31346,UpVotes,54851,23762.0,1,0,101,0,1,19,0,54851
31355,UpVotes,54860,805.0,0,0,111,2,3,0,0,54860
31357,UpVotes,54862,1739.0,3,0,14,15,3,0,9,54862
31373,UpVotes,54880,900.0,0,0,113,8,1,289,0,54880
31386,UpVotes,54896,23783.0,5,0,108,0,2,178,0,54896
31404,UpVotes,54920,23798.0,0,0,101,1,1,30,0,54920
31424,UpVotes,54942,5739.0,0,0,101,1,1,0,0,54942
31461,UpVotes,54990,10535.0,4,0,18,1,1,194,1,54990
31471,UpVotes,55003,16049.0,1,0,21,0,2,0,4,55003
31511,UpVotes,55052,,0,0,101,2,1,298,0,55052
31536,UpVotes,55092,3262.0,0,0,101,3,1,0,0,55092
31540,UpVotes,55096,9394.0,4,0,101,2,4,0,0,55096
31544,UpVotes,55100,20569.0,0,0,128,-1,1,1707,2,55100
31553,UpVotes,55111,22452.0,10,0,21,1,1,0,0,55111
31563,UpVotes,55121,3019.0,6,0,101,2,14,0,0,55121
31587,UpVotes,55154,23922.0,4,0,101,1,1,0,0,55154
31591,UpVotes,55158,23911.0,0,0,123,2,3,0,2,55158
31603,UpVotes,55174,7828.0,2,0,101,5,2,0,0,55174
31614,UpVotes,55189,11210.0,4,0,101,0,1,81,0,55189
31625,UpVotes,55206,21971.0,0,0,108,0,1,0,0,55206
31627,UpVotes,55208,20381.0,0,0,101,1,2,0,0,55208
31637,UpVotes,55223,23950.0,1,0,101,1,2,0,0,55223
31643,UpVotes,55231,7828.0,4,0,43,2,2,0,11,55231
31658,UpVotes,55251,1445.0,7,0,21,3,1,265,2,55251
31670,UpVotes,55270,6750.0,2,0,101,1,2,0,0,55270
31677,UpVotes,55279,20884.0,0,0,101,2,1,49,0,55279
31692,UpVotes,55297,17072.0,0,0,21,1,1,0,0,55297
31699,UpVotes,55305,23987.0,1,0,101,1,1,56,0,55305
31711,UpVotes,55319,1270.0,0,0,101,-1,1,0,0,55319
31734,UpVotes,55346,7972.0,7,0,101,2,1,0,0,55346
31749,UpVotes,55362,17230.0,0,0,101,2,2,0,0,55362
31752,UpVotes,55365,24000.0,0,1,321,1,1,0,23,55365
31774,UpVotes,55394,3903.0,0,0,101,3,2,0,0,55394
31775,UpVotes,55395,22468.0,1,0,101,5,1,0,0,55395
31784,UpVotes,55407,22147.0,4,0,101,2,1,0,0,55407
31802,UpVotes,55435,24033.0,0,0,94,1,2,89,1,55435
31819,UpVotes,55459,4257.0,0,0,101,1,1,0,0,55459
31820,UpVotes,55460,17541.0,0,0,101,1,2,0,0,55460
31824,UpVotes,55465,18528.0,2,0,101,0,2,2147,0,55465
31834,UpVotes,55478,23853.0,0,0,101,0,1,0,1,55478
31839,UpVotes,55484,12551.0,4,0,38,1,3,349,0,55484
31855,UpVotes,55502,8013.0,5,0,101,2,2,0,3,55502
31860,UpVotes,55507,24073.0,0,0,101,1,1,0,0,55507
31865,UpVotes,55513,7071.0,0,0,101,2,2,0,0,55513
31886,UpVotes,55536,20650.0,2,0,101,1,1,0,0,55536
31899,UpVotes,55552,11867.0,0,0,101,2,2,0,0,55552
31905,UpVotes,55558,24088.0,0,0,101,-2,2,0,0,55558
31931,UpVotes,55600,24000.0,0,0,101,4,1,0,0,55600
31957,UpVotes,55629,11342.0,4,0,101,2,1,416,0,55629
31974,UpVotes,55649,805.0,5,0,51,1,2,0,1,55649
31986,UpVotes,55665,805.0,0,0,106,1,2,0,0,55665
32002,UpVotes,55683,805.0,0,0,101,1,1,0,0,55683
32009,UpVotes,55692,21062.0,0,0,101,7,2,236,0,55692
32010,UpVotes,55693,805.0,2,0,101,45,1,0,0,55693
32035,UpVotes,55721,20884.0,4,0,101,2,1,95,0,55721
32050,UpVotes,55741,10619.0,0,0,101,1,1,0,0,55741
3,DownVotes,5,23.0,3,5,6792,81,662,0,1145,5
6,DownVotes,8,37.0,2,25,6764,0,604,288,1089,8
10,DownVotes,13,23.0,4,1,817,14,44,0,178,13
13,DownVotes,17,,0,1,345,9,13,1261,14,17
17,DownVotes,22,66.0,1,6,591,102,693,21916,90,22
18,DownVotes,23,69.0,1,1,308,10,34,7694,52,23
19,DownVotes,24,61.0,0,1,344,17,36,0,48,24
20,DownVotes,25,69.0,4,23,4968,7,328,2095,641,25
21,DownVotes,26,75.0,14,7,3150,18,138,3476,257,26
23,DownVotes,29,36.0,0,1,2250,5,28,0,318,29
24,DownVotes,30,69.0,2,3,2185,7,40,705,312,30
28,DownVotes,36,8.0,7,1,1570,41,26,67396,173,36
33,DownVotes,43,74.0,5,1,101,7,1,0,1,43
34,DownVotes,46,62.0,2,15,111,0,59,0,350,46
40,DownVotes,54,55.0,5,2,360,11,21,497,18,54
41,DownVotes,55,56.0,0,1,366,7,48,0,16,55
46,DownVotes,60,41.0,1,1,101,1,1,0,8,60
47,DownVotes,61,74.0,5,4,1956,22,39,0,147,61
48,DownVotes,62,58.0,0,3,549,4,13,124,90,62
53,DownVotes,69,56.0,0,6,530,3,630,0,174,69
54,DownVotes,71,36.0,0,1,1936,2,2317,0,328,71
56,DownVotes,74,88.0,0,65,2316,25,74,0,1126,74
67,DownVotes,89,55.0,0,4,1281,5,61,0,105,89
73,DownVotes,98,39.0,0,1,291,10,141,0,24,98
77,DownVotes,103,5.0,6,1,261,28,41,1990,34,103
80,DownVotes,107,46.0,0,3,160,11,20,0,14,107
82,DownVotes,110,61.0,2,1,443,3,9,0,59,110
86,DownVotes,114,8.0,1,1,708,30,44,1220,61,114
98,DownVotes,127,61.0,2,1,236,18,29,0,46,127
104,DownVotes,133,139.0,2,1,116,0,2,0,6,133
105,DownVotes,134,138.0,6,1,101,10,1,4572,0,134
113,DownVotes,144,22.0,0,1,1396,17,477,0,269,144
123,DownVotes,159,145.0,0,59,18283,8,1014,0,3781,159
132,DownVotes,168,8.0,1,1,147,17,8,1022,61,168
134,DownVotes,170,8.0,1,1,208,56,48,7733,52,170
138,DownVotes,174,159.0,0,4,792,35,163,0,78,174
143,DownVotes,179,159.0,0,10,1416,12,352,0,147,179
146,DownVotes,183,166.0,1,45,22625,3,2496,753,4069,183
151,DownVotes,190,25.0,0,24,1166,7,482,0,146,190
156,DownVotes,196,87.0,2,114,6140,19,497,4090,649,196
157,DownVotes,197,5.0,1,1,138,9,21,0,5,197
159,DownVotes,199,5.0,0,3,1815,4,149,0,188,199
166,DownVotes,210,183.0,3,1,337,9,32,0,47,210
168,DownVotes,212,190.0,0,1,101,3,11,430,1,212
173,DownVotes,217,5.0,4,1,522,6,16,0,111,217
179,DownVotes,223,79.0,5,19,4022,5,345,291,1471,223
185,DownVotes,230,173.0,0,2,1233,5,170,0,106,230
191,DownVotes,246,198.0,0,1,101,6,0,0,9,246
192,DownVotes,247,171.0,1,3,898,2,82,0,104,247
196,DownVotes,253,215.0,0,5,5309,7,1160,0,1147,253
204,DownVotes,261,159.0,4,2,442,12,30,0,84,261
206,DownVotes,264,217.0,0,55,4701,5,1408,0,839,264
207,DownVotes,266,128.0,0,1,1272,3,108,0,335,266
216,DownVotes,279,62.0,0,8,6176,9,578,0,374,279
225,DownVotes,290,189.0,1,4,129,6,8,811,127,290
227,DownVotes,292,56.0,0,4,138,2,15,0,13,292
232,DownVotes,301,8.0,7,1,155,6,6,0,6,301
233,DownVotes,302,196.0,2,1,246,1,17,0,36,302
234,DownVotes,303,,2,1,238,2,1,0,140,303
236,DownVotes,307,229.0,3,3,4829,13,692,0,1088,307
250,DownVotes,333,74.0,3,4,1233,3,75,0,104,333
259,DownVotes,352,8.0,1,2,793,1,236,0,99,352
265,DownVotes,362,196.0,0,1,101,14,0,25597,0,362
295,DownVotes,401,256.0,0,6,6906,2,394,0,1070,401
317,DownVotes,438,215.0,1,1,2133,10,28,0,272,438
318,DownVotes,439,30.0,1,1,2031,8,152,0,268,439
321,DownVotes,442,36.0,0,21,6431,7,857,0,973,442
326,DownVotes,449,215.0,0,57,12813,1,1607,0,1089,449
344,DownVotes,476,251.0,0,1,208,7,0,0,7,476
350,DownVotes,485,183.0,3,11,2908,48,444,4470,265,485
356,DownVotes,493,268.0,0,4,909,3,87,0,96,493
358,DownVotes,495,214.0,1,4,2092,6,32,0,272,495
365,DownVotes,509,,0,2,139,2,24,0,90,509
367,DownVotes,511,3807.0,0,4,1796,26,33,0,516,511
397,DownVotes,561,215.0,0,11,2002,12,155,0,186,561
409,DownVotes,582,108.0,1,23,2400,4,692,0,293,582
420,DownVotes,597,240.0,0,2,232,2,178,0,12,597
422,DownVotes,603,30.0,5,49,10647,3,683,0,1225,603
426,DownVotes,609,223.0,2,1,691,6,44,0,113,609
430,DownVotes,615,88.0,3,49,379,2,163,0,51,615
450,DownVotes,646,302.0,1,1,111,9,26,0,5,646
456,DownVotes,656,25.0,1,7,2320,61,1273,0,203,656
457,DownVotes,660,292.0,3,3,286,7,16,510,37,660
471,DownVotes,686,339.0,1,82,44152,8,2156,0,7357,686
476,DownVotes,696,173.0,0,18,2282,1,136,0,182,696
477,DownVotes,697,367.0,0,2,176,1,57,0,18,697
480,DownVotes,702,,2,2,424,2,34,0,37,702
535,DownVotes,776,5.0,0,1,1895,2,225,0,312,776
538,DownVotes,779,463.0,5,1,103,8,1,857,0,779
540,DownVotes,781,22.0,0,1,566,3,9,0,78,781
548,DownVotes,795,474.0,2,8,5606,-3,1547,728,967,795
556,DownVotes,805,,0,143,65272,2,7035,551,5680,805
561,DownVotes,812,223.0,1,2,628,6,215,942,98,812
582,DownVotes,840,288.0,0,1,259,1,19,0,63,840
589,DownVotes,851,8.0,0,1,1075,4,11,0,77,851
594,DownVotes,858,485.0,2,24,2834,1,333,0,434,858
610,DownVotes,881,34.0,0,2,1118,5,6,264,62,881
613,DownVotes,887,213.0,1,4,18187,3,230,723,1660,887
626,DownVotes,919,287.0,0,779,87393,1,11273,0,20932,919
631,DownVotes,930,88.0,2,214,31170,1,10523,0,5529,930
649,DownVotes,956,25.0,1,1,218,10,47,0,14,956
653,DownVotes,961,582.0,0,3,620,10,86,1991,73,961
660,DownVotes,972,566.0,0,1,150,1,5,0,9,972
672,DownVotes,994,,0,1,323,6,9,0,65,994
693,DownVotes,1028,608.0,0,2,360,10,30,3899,45,1028
697,DownVotes,1033,,0,1,130,0,0,0,8,1033
699,DownVotes,1036,557.0,2,43,8236,14,11442,0,1305,1036
706,DownVotes,1050,1356.0,3,2,478,9,39,0,53,1050
721,DownVotes,1080,572.0,0,1,1597,1,81,0,188,1080
724,DownVotes,1084,642.0,0,1,276,4,42,667,45,1084
737,DownVotes,1104,17.0,0,1,100,15,10,0,0,1104
738,DownVotes,1106,88.0,0,2,2410,4,202,0,140,1106
739,DownVotes,1107,,0,1,506,1,35,0,87,1107
740,DownVotes,1108,442.0,0,1,3555,4,347,0,386,1108
748,DownVotes,1118,,3,2,935,0,88,0,278,1118
754,DownVotes,1124,334.0,0,7,3000,0,140,0,456,1124
756,DownVotes,1126,660.0,5,2,299,10,9,387,30,1126
767,DownVotes,1142,667.0,5,1,100,36,1,11691,48,1142
769,DownVotes,1146,668.0,1,6,1086,3,73,0,189,1146
777,DownVotes,1154,251.0,0,3,386,9,252,0,137,1154
800,DownVotes,1191,686.0,0,1,2768,1,260,0,93,1191
810,DownVotes,1210,485.0,4,1,158,9,5,0,26,1210
815,DownVotes,1219,702.0,0,2,353,8,13,0,54,1219
866,DownVotes,1307,247.0,0,10,4128,2,600,0,5025,1307
894,DownVotes,1352,144.0,0,7,5859,10,595,864,783,1352
897,DownVotes,1356,114.0,2,1,745,51,115,0,129,1356
910,DownVotes,1381,795.0,0,34,3533,4,910,0,299,1381
914,DownVotes,1390,485.0,2,34,10476,4,602,0,1165,1390
916,DownVotes,1393,352.0,3,5,182,4,9,0,72,1393
959,DownVotes,1466,56.0,2,1,114,4,19,0,10,1466
964,DownVotes,1475,,0,2,347,13,10,2537,12,1475
979,DownVotes,1499,22.0,2,1,1282,3,189,0,146,1499
988,DownVotes,1513,125.0,0,3,809,1,12,0,84,1513
1001,DownVotes,1537,8.0,3,1,288,7,10,0,30,1537
1004,DownVotes,1540,870.0,0,4,1794,4,70,4100,129,1540
1009,DownVotes,1549,8.0,0,8,1067,2,7,0,93,1549
1017,DownVotes,1569,511.0,4,2,3015,5,151,0,188,1569
1024,DownVotes,1583,196.0,0,4,352,3,12,357,55,1583
1059,DownVotes,1657,919.0,0,6,1058,4,44,0,204,1657
1070,DownVotes,1679,,0,8,3536,0,164,0,382,1679
1084,DownVotes,1709,198.0,5,5,1094,4,160,858,230,1709
1095,DownVotes,1739,279.0,2,8,8772,10,154,0,881,1739
1104,DownVotes,1756,795.0,0,1,171,3,16,0,10,1756
1110,DownVotes,1764,144.0,6,8,7461,17,1264,1101,764,1764
1111,DownVotes,1765,88.0,0,1,481,8,213,0,29,1765
1125,DownVotes,1795,919.0,2,1,352,18,5,0,40,1795
1135,DownVotes,1818,588.0,0,1,425,11,18,11533,54,1818
1184,DownVotes,1893,5.0,0,2,1077,10,42,0,77,1893
1196,DownVotes,1909,183.0,2,6,6524,6,150,0,681,1909
1208,DownVotes,1934,919.0,1,11,4957,1,329,0,578,1934
1239,DownVotes,1979,183.0,0,7,1588,7,66,0,141,1979
1244,DownVotes,1991,666.0,3,1,668,2,68,0,120,1991
1268,DownVotes,2036,251.0,9,1,301,7,105,0,65,2036
1271,DownVotes,2040,930.0,0,12,790,9,262,0,428,2040
1312,DownVotes,2111,795.0,4,7,915,7,71,990,44,2111
1314,DownVotes,2116,840.0,0,43,18088,8,3274,5803,3899,2116
1318,DownVotes,2126,,1,5,4536,4,642,0,798,2126
1320,DownVotes,2129,25.0,1,5,3375,15,92,0,276,2129
1393,DownVotes,2252,1107.0,0,1,457,4,83,0,34,2252
1413,DownVotes,2310,183.0,0,2,3016,1,220,0,2342,2310
1458,DownVotes,2392,196.0,3,7,11860,4,883,0,2359,2392
1475,DownVotes,2425,743.0,0,3,1230,7,51,0,238,2425
1526,DownVotes,2546,666.0,1,3,949,18,17,0,77,2546
1554,DownVotes,2592,1260.0,2,20,802,3,9,1916,323,2592
1569,DownVotes,2617,1267.0,14,1,156,4,0,1284,18,2617
1580,DownVotes,2635,1272.0,4,1,393,3,38,3271,75,2635
1594,DownVotes,2660,919.0,2,2,485,1,54,0,113,2660
1621,DownVotes,2714,1307.0,0,1,501,0,74,0,56,2714
1640,DownVotes,2750,603.0,0,3,821,7,187,0,101,2750
1652,DownVotes,2773,930.0,0,4,485,6,11,0,76,2773
1654,DownVotes,2775,30.0,3,2,2430,2,156,0,155,2775
1669,DownVotes,2798,88.0,0,2,1942,3,366,0,189,2798
1682,DownVotes,2817,887.0,1,8,9604,1,1437,0,1244,2817
1691,DownVotes,2833,1352.0,4,2,281,7,8,0,25,2833
1707,DownVotes,2860,881.0,0,7,3359,3,134,1001,467,2860
1722,DownVotes,2898,,0,2,1102,2,60,0,105,2898
1740,DownVotes,2921,1036.0,0,48,1177,7,804,0,153,2921
1755,DownVotes,2958,,2,6,10470,2,210,541,655,2958
1760,DownVotes,2965,521.0,0,2,420,1,33,0,33,2965
1762,DownVotes,2970,1270.0,2,212,13647,2,2468,0,5441,2970
1766,DownVotes,2975,957.0,2,1,531,5,10,1153,27,2975
1769,DownVotes,2981,1007.0,0,1,1091,6,915,1227,84,2981
1782,DownVotes,3014,88.0,0,1,345,0,34,0,126,3014
1786,DownVotes,3019,88.0,0,57,8045,0,228,0,500,3019
1806,DownVotes,3058,71.0,6,1,1123,1,124,0,117,3058
1816,DownVotes,3077,401.0,0,1,357,2,58,0,73,3077
1848,DownVotes,3140,,1,2,259,2,31,2884,69,3140
1917,DownVotes,3262,253.0,0,7,2090,23,42,2923,202,3262
1929,DownVotes,3277,183.0,0,12,13898,2,869,0,2866,3277
1933,DownVotes,3287,776.0,0,1,131,3,7,651,0,3287
1938,DownVotes,3293,930.0,4,11,644,4,116,0,53,3293
1962,DownVotes,3330,251.0,0,1,324,4,20,0,15,3330
1963,DownVotes,3331,179.0,6,1,1068,25,30,3894,67,3331
1977,DownVotes,3362,644.0,2,2,135,5,21,1224,5,3362
1986,DownVotes,3376,603.0,3,2,929,19,41,0,86,3376
1990,DownVotes,3382,88.0,2,24,8009,1,183,0,3559,3382
2003,DownVotes,3411,930.0,3,4,703,8,34,0,248,3411
2029,DownVotes,3454,251.0,2,3,457,5,66,0,75,3454
2041,DownVotes,3484,1077.0,0,2,244,6,7,3094,35,3484
2042,DownVotes,3485,557.0,0,1,195,3,23,0,77,3485
2043,DownVotes,3488,1499.0,1,4,1463,1,427,0,221,3488
2044,DownVotes,3489,1224.0,0,2,737,5,51,3416,122,3489
2062,DownVotes,3525,442.0,1,6,909,8,39,0,75,3525
2087,DownVotes,3567,485.0,1,4,2951,9,88,0,309,3567
2089,DownVotes,3572,449.0,2,2,494,2,56,0,133,3572
2094,DownVotes,3582,1569.0,10,2,701,-1,44,0,57,3582
2110,DownVotes,3601,439.0,0,2,3773,4,360,0,343,3601
2128,DownVotes,3640,1381.0,3,2,549,6,135,2178,68,3640
2158,DownVotes,3700,1595.0,0,2,373,0,31,0,39,3700
2184,DownVotes,3748,603.0,0,7,1391,2,237,0,589,3748
2192,DownVotes,3762,1564.0,9,1,138,3,9,339,41,3762
2196,DownVotes,3774,1629.0,0,1,246,2,1,0,8,3774
2206,DownVotes,3794,183.0,6,25,705,0,90,0,97,3794
2209,DownVotes,3799,1643.0,3,1,186,10,8,249,23,3799
2216,DownVotes,3807,919.0,1,1,367,2,34,0,67,3807
2226,DownVotes,3826,,0,145,1460,4,1883,3530,390,3826
2232,DownVotes,3835,1636.0,0,1,1329,3,157,75,119,3835
2272,DownVotes,3903,1501.0,0,1,476,1,363,0,181,3903
2274,DownVotes,3911,1393.0,0,7,2481,21,337,1519,456,3911
2412,DownVotes,4164,495.0,1,2,613,2,125,0,66,4164
2461,DownVotes,4253,656.0,0,56,19585,0,155,0,6948,4253
2463,DownVotes,4257,1329.0,3,6,6461,4,186,0,434,4257
2508,DownVotes,4319,1909.0,6,2,246,2,1586,0,31,4319
2511,DownVotes,4322,930.0,0,1,145,9,1,0,9,4322
2523,DownVotes,4337,1922.0,2,2,699,9,75,697,60,4337
2592,DownVotes,4426,183.0,1,1,1912,4,126,0,336,4426
2638,DownVotes,4479,449.0,1,3,1376,2,449,0,169,4479
2643,DownVotes,4485,1381.0,0,17,881,4,492,660,61,4485
2658,DownVotes,4505,930.0,0,4,25123,6,582,0,1245,4505
2672,DownVotes,4521,1808.0,2,1,275,0,66,0,16,4521
2738,DownVotes,4598,1766.0,6,11,8814,1,314,0,516,4598
2813,DownVotes,4691,,2,1,215,2,11,2183,39,4691
2848,DownVotes,4733,557.0,2,5,773,2,7,218,68,4733
2852,DownVotes,4737,2060.0,0,15,829,4,115,3877,110,4737
2909,DownVotes,4812,253.0,3,4,2052,10,505,2033,159,4812
2922,DownVotes,4829,795.0,0,1,637,0,146,0,32,4829
2947,DownVotes,4856,1637.0,2,412,17791,3,2122,654,5927,4856
2951,DownVotes,4862,485.0,0,3,3544,3,358,0,460,4862
2958,DownVotes,4872,,4,15,1183,3,157,248,140,4872
2993,DownVotes,4908,1314.0,5,6,328,5,73,248,36,4908
3001,DownVotes,4916,1909.0,2,8,587,4,205,0,46,4916
3020,DownVotes,4942,2148.0,8,1,243,1,6,781,29,4942
3106,DownVotes,5055,919.0,1,11,669,3,89,0,74,5055
3198,DownVotes,5176,159.0,4,1,742,5,28,0,175,5176
3245,DownVotes,5234,919.0,3,2,739,3,14,0,49,5234
3261,DownVotes,5256,1390.0,0,1,1621,42,174,0,249,5256
3268,DownVotes,5264,,0,1,911,0,75,0,88,5264
3282,DownVotes,5280,930.0,3,1,480,41,23,0,85,5280
3289,DownVotes,5289,2148.0,7,5,708,7,32,0,75,5289
3295,DownVotes,5296,5.0,1,1,392,24,26,0,16,5296
3328,DownVotes,5339,2073.0,0,13,1863,1,224,0,238,5339
3388,DownVotes,5407,919.0,0,2,244,8,49,0,11,5407
3405,DownVotes,5429,22.0,1,1,1855,3,406,0,294,5429
3436,DownVotes,5464,1036.0,1,1,384,9,8,0,62,5464
3462,DownVotes,5494,609.0,1,18,814,3,68,0,46,5494
3476,DownVotes,5509,930.0,6,7,1403,4,161,0,323,5509
3501,DownVotes,5544,2238.0,2,2,683,3,55,0,38,5544
3525,DownVotes,5573,64.0,2,4,371,5,72,410,75,5573
3541,DownVotes,5594,887.0,0,14,2091,3,2923,0,233,5594
3642,DownVotes,5729,1808.0,2,5,414,2,15,0,67,5729
3650,DownVotes,5739,2510.0,0,16,15236,1,705,0,2252,5739
3717,DownVotes,5829,11954.0,0,4,2452,0,242,0,199,5829
3723,DownVotes,5836,2443.0,5,18,11489,7,683,636,1319,5836
3742,DownVotes,5862,449.0,3,2,4546,6,201,0,361,5862
3744,DownVotes,5864,449.0,1,1,549,1,40,0,105,5864
3809,DownVotes,5946,,2,1,311,4,17,0,36,5946
3845,DownVotes,6000,266.0,1,1,1200,0,53,0,94,6000
3863,DownVotes,6029,88.0,0,40,5837,2,3481,0,638,6029
3894,DownVotes,6072,887.0,0,3,365,9,13,0,73,6072
3898,DownVotes,6078,52.0,2,1,166,2,24,353,18,6078
3900,DownVotes,6082,686.0,3,3,1815,4,106,0,265,6082
3907,DownVotes,6096,2634.0,1,2,719,5,113,182,321,6096
3988,DownVotes,6206,2755.0,0,2,307,6,57,2700,22,6206
4020,DownVotes,6248,2116.0,4,18,1640,2,100,0,94,6248
4114,DownVotes,6369,919.0,3,7,515,4,120,0,111,6369
4172,DownVotes,6440,2831.0,1,1,165,2,14,0,4,6440
4212,DownVotes,6489,,1,3,511,0,33,0,356,6489
4265,DownVotes,6552,2775.0,3,3,1453,3,111,0,241,6552
4284,DownVotes,6575,2820.0,0,1,354,5,28,341,58,6575
4285,DownVotes,6577,1434.0,0,1,470,2,93,314,64,6577
4336,DownVotes,6640,,0,1,741,1,36,434,171,6640
4344,DownVotes,6648,1833.0,0,1,305,2,3,159,38,6648
4405,DownVotes,6723,2980.0,5,2,821,4,32,2873,98,6723
4429,DownVotes,6750,919.0,1,1,267,3,36,0,52,6750
4461,DownVotes,6793,2970.0,0,1,573,2,66,0,59,6793
4482,DownVotes,6814,,5,2,80,9,40,2823,19,6814
4494,DownVotes,6828,2902.0,1,2,355,2,6,0,19,6828
4509,DownVotes,6845,,0,3,553,3,22,0,28,6845
4554,DownVotes,6897,221.0,0,27,1178,5,454,502,334,6897
4568,DownVotes,6917,221.0,0,1,462,1,97,0,52,6917
4571,DownVotes,6920,2942.0,1,2,1299,23,165,2914,385,6920
4595,DownVotes,6946,1833.0,6,1,252,6,34,1137,29,6946
4605,DownVotes,6957,375.0,0,1,208,6,29,0,13,6957
4609,DownVotes,6961,2116.0,1,11,2413,2,152,0,266,6961
4693,DownVotes,7071,449.0,5,21,7663,10,550,0,878,7071
4745,DownVotes,7135,364.0,0,1,213,2,61,0,36,7135
4774,DownVotes,7172,253.0,5,3,577,2,37,144,34,7172
4816,DownVotes,7224,21466.0,10,63,5430,89,463,13094,1604,7224
4832,DownVotes,7244,3253.0,0,2,832,6,47,1818,80,7244
4837,DownVotes,7250,2635.0,2,56,6216,6,625,4159,338,7250
4864,DownVotes,7282,609.0,3,1,245,3,8,0,18,7282
4871,DownVotes,7290,2392.0,1,125,37083,1,8641,0,5554,7290
4873,DownVotes,7292,1036.0,0,1,208,9,2,740,7,7292
4925,DownVotes,7362,2956.0,2,1,191,2,6,1343,13,7362
4928,DownVotes,7365,2116.0,9,1,3101,6,46,0,125,7365
4954,DownVotes,7397,2669.0,0,3,607,2,64,0,70,7397
4963,DownVotes,7409,1909.0,3,2,129,8,198,0,15,7409
4975,DownVotes,7425,2860.0,5,1,700,5,10,0,29,7425
